iface,ppn,unit,test,bytes,uvn,no_uvn
default,1,mbytes/sec,Unirandom,8,12.58,11.67
default,1,mbytes/sec,Unirandom,16,24.81,23.20
default,1,mbytes/sec,Unirandom,32,47.20,40.82
default,1,mbytes/sec,Unirandom,64,90.94,76.88
default,1,mbytes/sec,Unirandom,128,124.64,109.34
default,1,mbytes/sec,Unirandom,256,240.01,210.27
default,1,mbytes/sec,Unirandom,512,455.22,400.36
default,1,mbytes/sec,Unirandom,1024,805.30,713.92
default,1,mbytes/sec,Unirandom,2048,826.32,770.50
default,1,mbytes/sec,Unirandom,4096,1286.77,1207.77
default,1,mbytes/sec,Unirandom,8192,1824.82,1721.02
default,1,mbytes/sec,Unirandom,16384,2477.42,2379.17
default,1,mbytes/sec,Unirandom,32768,2719.14,2547.50
default,1,mbytes/sec,Unirandom,65536,3955.26,3627.74
default,1,mbytes/sec,Unirandom,131072,4480.51,4065.70
default,1,mbytes/sec,Unirandom,262144,5691.90,4987.50
default,1,mbytes/sec,Unirandom,524288,6351.11,5455.34
default,1,mbytes/sec,Unirandom,1048576,6822.59,5627.12
default,1,mbytes/sec,Unirandom,2097152,6797.72,5576.26
default,1,mbytes/sec,Unirandom,4194304,6564.79,5698.33
default,1,mbytes/sec,Birandom,0,0.00,0.00
default,1,mbytes/sec,Birandom,1,1.79,1.68
default,1,mbytes/sec,Birandom,2,3.57,3.36
default,1,mbytes/sec,Birandom,4,7.17,6.73
default,1,mbytes/sec,Birandom,8,14.44,13.56
default,1,mbytes/sec,Birandom,16,28.60,26.87
default,1,mbytes/sec,Birandom,32,53.77,47.84
default,1,mbytes/sec,Birandom,64,104.00,92.72
default,1,mbytes/sec,Birandom,128,152.97,136.62
default,1,mbytes/sec,Birandom,256,295.58,263.12
default,1,mbytes/sec,Birandom,512,562.58,501.88
default,1,mbytes/sec,Birandom,1024,1003.65,893.11
default,1,mbytes/sec,Birandom,2048,1495.56,1380.75
default,1,mbytes/sec,Birandom,4096,2380.97,2168.88
default,1,mbytes/sec,Birandom,8192,3391.67,3082.56
default,1,mbytes/sec,Birandom,16384,4678.66,4350.51
default,1,mbytes/sec,Birandom,32768,4879.65,4152.58
default,1,mbytes/sec,Birandom,65536,6957.55,5238.28
default,1,mbytes/sec,Birandom,131072,8032.71,5742.15
default,1,mbytes/sec,Birandom,262144,10246.74,6669.19
default,1,mbytes/sec,Birandom,524288,11549.99,7603.16
default,1,mbytes/sec,Birandom,1048576,11907.45,8929.10
default,1,mbytes/sec,Birandom,2097152,12170.51,9103.53
default,1,mbytes/sec,Birandom,4194304,11973.86,9212.47
default,1,mbytes/sec,Corandom,0,0.00,0.00
default,1,mbytes/sec,Corandom,1,1.80,1.69
default,1,mbytes/sec,Corandom,2,3.59,3.36
default,1,mbytes/sec,Corandom,4,7.18,6.74
default,1,mbytes/sec,Corandom,8,14.51,13.51
default,1,mbytes/sec,Corandom,16,28.71,26.95
default,1,mbytes/sec,Corandom,32,53.92,48.01
default,1,mbytes/sec,Corandom,64,104.30,92.89
default,1,mbytes/sec,Corandom,128,153.27,136.87
default,1,mbytes/sec,Corandom,256,295.94,263.52
default,1,mbytes/sec,Corandom,512,562.61,500.41
default,1,mbytes/sec,Corandom,1024,1003.16,891.49
default,1,mbytes/sec,Corandom,2048,1510.19,1378.29
default,1,mbytes/sec,Corandom,4096,2390.86,2180.96
default,1,mbytes/sec,Corandom,8192,3392.70,3093.29
default,1,mbytes/sec,Corandom,16384,4682.26,4360.71
default,1,mbytes/sec,Corandom,32768,4867.00,4118.74
default,1,mbytes/sec,Corandom,65536,6922.40,5129.29
default,1,mbytes/sec,Corandom,131072,8062.42,6138.26
default,1,mbytes/sec,Corandom,262144,10277.74,7249.56
default,1,mbytes/sec,Corandom,524288,11598.52,7929.90
default,1,mbytes/sec,Corandom,1048576,11739.87,8968.27
default,1,mbytes/sec,Corandom,2097152,12191.35,9130.29
default,1,mbytes/sec,Corandom,4194304,11695.02,9244.17
em1,1,mbytes/sec,PingPong,0,0.00,0.00
em1,1,mbytes/sec,PingPong,1,0.06,0.08
em1,1,mbytes/sec,PingPong,2,0.13,0.15
em1,1,mbytes/sec,PingPong,4,0.26,0.31
em1,1,mbytes/sec,PingPong,8,0.51,0.62
em1,1,mbytes/sec,PingPong,16,1.03,1.23
em1,1,mbytes/sec,PingPong,32,2.06,2.46
em1,1,mbytes/sec,PingPong,64,4.09,4.90
em1,1,mbytes/sec,PingPong,128,8.16,9.76
em1,1,mbytes/sec,PingPong,256,16.23,19.41
em1,1,mbytes/sec,PingPong,512,30.03,35.46
em1,1,mbytes/sec,PingPong,1024,58.50,68.61
em1,1,mbytes/sec,PingPong,2048,109.03,126.47
em1,1,mbytes/sec,PingPong,4096,187.01,213.69
em1,1,mbytes/sec,PingPong,8192,307.33,338.46
em1,1,mbytes/sec,PingPong,16384,254.32,277.77
em1,1,mbytes/sec,PingPong,32768,457.73,521.36
em1,1,mbytes/sec,PingPong,65536,574.06,669.87
em1,1,mbytes/sec,PingPong,131072,998.90,1115.62
em1,1,mbytes/sec,PingPong,262144,1072.49,1072.48
em1,1,mbytes/sec,PingPong,524288,1378.08,1562.59
em1,1,mbytes/sec,PingPong,1048576,1778.00,1943.32
em1,1,mbytes/sec,PingPong,2097152,1986.26,2048.16
em1,1,mbytes/sec,PingPong,4194304,2093.39,2176.11
em1,1,mbytes/sec,PingPing,0,0.00,0.00
em1,1,mbytes/sec,PingPing,1,0.06,0.07
em1,1,mbytes/sec,PingPing,2,0.12,0.07
em1,1,mbytes/sec,PingPing,4,0.25,0.22
em1,1,mbytes/sec,PingPing,8,0.49,0.45
em1,1,mbytes/sec,PingPing,16,0.98,0.66
em1,1,mbytes/sec,PingPing,32,1.13,1.36
em1,1,mbytes/sec,PingPing,64,3.78,2.66
em1,1,mbytes/sec,PingPing,128,5.96,6.10
em1,1,mbytes/sec,PingPing,256,15.55,10.93
em1,1,mbytes/sec,PingPing,512,19.11,29.62
em1,1,mbytes/sec,PingPing,1024,38.88,57.13
em1,1,mbytes/sec,PingPing,2048,125.58,148.63
em1,1,mbytes/sec,PingPing,4096,175.52,249.89
em1,1,mbytes/sec,PingPing,8192,383.58,430.49
em1,1,mbytes/sec,PingPing,16384,553.43,591.76
em1,1,mbytes/sec,PingPing,32768,844.46,972.77
em1,1,mbytes/sec,PingPing,65536,1307.63,1342.17
em1,1,mbytes/sec,PingPing,131072,1891.74,2188.86
em1,1,mbytes/sec,PingPing,262144,2123.35,2007.97
em1,1,mbytes/sec,PingPing,524288,2681.20,2727.66
em1,1,mbytes/sec,PingPing,1048576,3220.35,3414.76
em1,1,mbytes/sec,PingPing,2097152,3768.28,3883.54
em1,1,mbytes/sec,PingPing,4194304,3828.88,3994.48
em1,1,mbytes/sec,Unirandom,0,0.00,0.00
em1,1,mbytes/sec,Unirandom,1,0.05,0.05
em1,1,mbytes/sec,Unirandom,2,0.09,0.09
em1,1,mbytes/sec,Unirandom,4,0.18,0.19
em1,1,mbytes/sec,Unirandom,8,0.36,0.38
em1,1,mbytes/sec,Unirandom,16,0.73,0.77
em1,1,mbytes/sec,Unirandom,32,1.45,1.52
em1,1,mbytes/sec,Unirandom,64,2.89,3.04
em1,1,mbytes/sec,Unirandom,128,5.73,6.10
em1,1,mbytes/sec,Unirandom,256,11.57,12.08
em1,1,mbytes/sec,Unirandom,512,22.87,24.58
em1,1,mbytes/sec,Unirandom,1024,51.29,54.65
em1,1,mbytes/sec,Unirandom,2048,100.85,108.10
em1,1,mbytes/sec,Unirandom,4096,188.73,203.90
em1,1,mbytes/sec,Unirandom,8192,336.79,362.42
em1,1,mbytes/sec,Unirandom,16384,412.53,460.64
em1,1,mbytes/sec,Unirandom,32768,680.60,767.30
em1,1,mbytes/sec,Unirandom,65536,994.75,1089.33
em1,1,mbytes/sec,Unirandom,131072,1359.69,1463.37
em1,1,mbytes/sec,Unirandom,262144,1192.10,1262.67
em1,1,mbytes/sec,Unirandom,524288,1515.24,1654.01
em1,1,mbytes/sec,Unirandom,1048576,1911.44,2043.80
em1,1,mbytes/sec,Unirandom,2097152,2061.10,2107.84
em1,1,mbytes/sec,Unirandom,4194304,2177.84,2224.41
em1,1,mbytes/sec,Birandom,0,0.00,0.00
em1,1,mbytes/sec,Birandom,1,0.05,0.06
em1,1,mbytes/sec,Birandom,2,0.11,0.09
em1,1,mbytes/sec,Birandom,4,0.16,0.17
em1,1,mbytes/sec,Birandom,8,0.43,0.45
em1,1,mbytes/sec,Birandom,16,0.68,0.87
em1,1,mbytes/sec,Birandom,32,1.48,1.81
em1,1,mbytes/sec,Birandom,64,2.99,2.98
em1,1,mbytes/sec,Birandom,128,6.48,5.36
em1,1,mbytes/sec,Birandom,256,12.28,14.44
em1,1,mbytes/sec,Birandom,512,31.42,28.62
em1,1,mbytes/sec,Birandom,1024,60.64,64.77
em1,1,mbytes/sec,Birandom,2048,125.83,144.74
em1,1,mbytes/sec,Birandom,4096,177.94,206.41
em1,1,mbytes/sec,Birandom,8192,273.95,379.68
em1,1,mbytes/sec,Birandom,16384,623.38,552.81
em1,1,mbytes/sec,Birandom,32768,843.00,975.40
em1,1,mbytes/sec,Birandom,65536,1267.77,1340.70
em1,1,mbytes/sec,Birandom,131072,1889.11,2176.06
em1,1,mbytes/sec,Birandom,262144,2124.21,2302.86
em1,1,mbytes/sec,Birandom,524288,2680.90,2720.96
em1,1,mbytes/sec,Birandom,1048576,3234.91,3422.02
em1,1,mbytes/sec,Birandom,2097152,3765.00,3897.09
em1,1,mbytes/sec,Birandom,4194304,3827.57,3989.74
em1,1,mbytes/sec,Corandom,0,0.00,0.00
em1,1,mbytes/sec,Corandom,1,0.04,0.06
em1,1,mbytes/sec,Corandom,2,0.08,0.11
em1,1,mbytes/sec,Corandom,4,0.25,0.18
em1,1,mbytes/sec,Corandom,8,0.49,0.33
em1,1,mbytes/sec,Corandom,16,0.65,1.13
em1,1,mbytes/sec,Corandom,32,1.28,1.33
em1,1,mbytes/sec,Corandom,64,2.24,2.66
em1,1,mbytes/sec,Corandom,128,6.10,5.62
em1,1,mbytes/sec,Corandom,256,12.12,13.14
em1,1,mbytes/sec,Corandom,512,17.43,23.99
em1,1,mbytes/sec,Corandom,1024,68.48,78.67
em1,1,mbytes/sec,Corandom,2048,79.09,121.83
em1,1,mbytes/sec,Corandom,4096,135.36,198.29
em1,1,mbytes/sec,Corandom,8192,335.11,305.29
em1,1,mbytes/sec,Corandom,16384,624.67,562.79
em1,1,mbytes/sec,Corandom,32768,863.57,932.59
em1,1,mbytes/sec,Corandom,65536,1266.13,1341.05
em1,1,mbytes/sec,Corandom,131072,1899.65,2139.23
em1,1,mbytes/sec,Corandom,262144,2127.07,2308.48
em1,1,mbytes/sec,Corandom,524288,2682.30,2774.24
em1,1,mbytes/sec,Corandom,1048576,3221.48,3413.97
em1,1,mbytes/sec,Corandom,2097152,3764.55,3883.15
em1,1,mbytes/sec,Corandom,4194304,3823.93,3988.49
ib0,1,mbytes/sec,PingPong,0,0.00,0.00
ib0,1,mbytes/sec,PingPong,1,0.09,0.12
ib0,1,mbytes/sec,PingPong,2,0.18,0.24
ib0,1,mbytes/sec,PingPong,4,0.36,0.48
ib0,1,mbytes/sec,PingPong,8,0.72,0.97
ib0,1,mbytes/sec,PingPong,16,1.42,1.93
ib0,1,mbytes/sec,PingPong,32,2.84,3.86
ib0,1,mbytes/sec,PingPong,64,5.67,7.77
ib0,1,mbytes/sec,PingPong,128,11.31,15.20
ib0,1,mbytes/sec,PingPong,256,22.27,30.81
ib0,1,mbytes/sec,PingPong,512,41.44,53.22
ib0,1,mbytes/sec,PingPong,1024,78.90,102.65
ib0,1,mbytes/sec,PingPong,2048,111.99,127.77
ib0,1,mbytes/sec,PingPong,4096,217.56,199.19
ib0,1,mbytes/sec,PingPong,8192,380.48,421.29
ib0,1,mbytes/sec,PingPong,16384,465.38,467.26
ib0,1,mbytes/sec,PingPong,32768,594.35,743.79
ib0,1,mbytes/sec,PingPong,65536,949.42,951.37
ib0,1,mbytes/sec,PingPong,131072,1120.67,944.84
ib0,1,mbytes/sec,PingPong,262144,967.80,1113.46
ib0,1,mbytes/sec,PingPong,524288,1380.38,1680.60
ib0,1,mbytes/sec,PingPong,1048576,1608.13,1883.32
ib0,1,mbytes/sec,PingPong,2097152,1842.88,2145.22
ib0,1,mbytes/sec,PingPong,4194304,1860.92,2237.47
ib0,1,mbytes/sec,PingPing,0,0.00,0.00
ib0,1,mbytes/sec,PingPing,1,0.10,0.11
ib0,1,mbytes/sec,PingPing,2,0.19,0.21
ib0,1,mbytes/sec,PingPing,4,0.45,0.48
ib0,1,mbytes/sec,PingPing,8,0.94,0.98
ib0,1,mbytes/sec,PingPing,16,1.60,1.94
ib0,1,mbytes/sec,PingPing,32,3.49,3.78
ib0,1,mbytes/sec,PingPing,64,6.69,7.72
ib0,1,mbytes/sec,PingPing,128,13.73,13.87
ib0,1,mbytes/sec,PingPing,256,28.72,30.77
ib0,1,mbytes/sec,PingPing,512,52.53,56.97
ib0,1,mbytes/sec,PingPing,1024,108.41,114.58
ib0,1,mbytes/sec,PingPing,2048,175.47,142.84
ib0,1,mbytes/sec,PingPing,4096,347.70,294.53
ib0,1,mbytes/sec,PingPing,8192,630.59,573.30
ib0,1,mbytes/sec,PingPing,16384,653.91,748.56
ib0,1,mbytes/sec,PingPing,32768,1139.13,1154.95
ib0,1,mbytes/sec,PingPing,65536,1251.15,1135.59
ib0,1,mbytes/sec,PingPing,131072,1404.02,1452.31
ib0,1,mbytes/sec,PingPing,262144,1909.87,2107.22
ib0,1,mbytes/sec,PingPing,524288,2036.18,2508.36
ib0,1,mbytes/sec,PingPing,1048576,2378.31,2787.32
ib0,1,mbytes/sec,PingPing,2097152,2573.78,3018.62
ib0,1,mbytes/sec,PingPing,4194304,2707.82,3103.48
ib0,1,mbytes/sec,Unirandom,0,0.00,0.00
ib0,1,mbytes/sec,Unirandom,1,0.07,0.08
ib0,1,mbytes/sec,Unirandom,2,0.13,0.15
ib0,1,mbytes/sec,Unirandom,4,0.26,0.30
ib0,1,mbytes/sec,Unirandom,8,0.53,0.60
ib0,1,mbytes/sec,Unirandom,16,1.09,1.14
ib0,1,mbytes/sec,Unirandom,32,2.08,2.48
ib0,1,mbytes/sec,Unirandom,64,4.22,4.97
ib0,1,mbytes/sec,Unirandom,128,8.45,9.21
ib0,1,mbytes/sec,Unirandom,256,16.45,16.98
ib0,1,mbytes/sec,Unirandom,512,30.63,35.30
ib0,1,mbytes/sec,Unirandom,1024,63.71,74.05
ib0,1,mbytes/sec,Unirandom,2048,114.05,133.68
ib0,1,mbytes/sec,Unirandom,4096,231.22,238.69
ib0,1,mbytes/sec,Unirandom,8192,394.62,420.30
ib0,1,mbytes/sec,Unirandom,16384,542.77,632.63
ib0,1,mbytes/sec,Unirandom,32768,664.14,754.13
ib0,1,mbytes/sec,Unirandom,65536,837.67,967.37
ib0,1,mbytes/sec,Unirandom,131072,1035.70,1193.52
ib0,1,mbytes/sec,Unirandom,262144,1080.47,1233.70
ib0,1,mbytes/sec,Unirandom,524288,1419.24,1664.85
ib0,1,mbytes/sec,Unirandom,1048576,1666.26,1995.58
ib0,1,mbytes/sec,Unirandom,2097152,1848.12,2207.43
ib0,1,mbytes/sec,Unirandom,4194304,1899.30,2391.41
ib0,1,mbytes/sec,Birandom,0,0.00,0.00
ib0,1,mbytes/sec,Birandom,1,0.11,0.12
ib0,1,mbytes/sec,Birandom,2,0.20,0.23
ib0,1,mbytes/sec,Birandom,4,0.42,0.48
ib0,1,mbytes/sec,Birandom,8,0.87,0.97
ib0,1,mbytes/sec,Birandom,16,1.76,1.90
ib0,1,mbytes/sec,Birandom,32,3.39,3.87
ib0,1,mbytes/sec,Birandom,64,7.46,7.72
ib0,1,mbytes/sec,Birandom,128,14.03,15.31
ib0,1,mbytes/sec,Birandom,256,27.42,30.63
ib0,1,mbytes/sec,Birandom,512,52.28,57.41
ib0,1,mbytes/sec,Birandom,1024,145.26,108.31
ib0,1,mbytes/sec,Birandom,2048,179.96,148.80
ib0,1,mbytes/sec,Birandom,4096,326.17,297.93
ib0,1,mbytes/sec,Birandom,8192,672.57,559.66
ib0,1,mbytes/sec,Birandom,16384,661.81,753.79
ib0,1,mbytes/sec,Birandom,32768,1041.59,1146.78
ib0,1,mbytes/sec,Birandom,65536,1257.70,1134.10
ib0,1,mbytes/sec,Birandom,131072,1224.14,1391.99
ib0,1,mbytes/sec,Birandom,262144,1908.00,1966.70
ib0,1,mbytes/sec,Birandom,524288,2043.28,2565.50
ib0,1,mbytes/sec,Birandom,1048576,2296.58,2820.59
ib0,1,mbytes/sec,Birandom,2097152,2637.30,2977.06
ib0,1,mbytes/sec,Birandom,4194304,2792.99,3063.76
ib0,1,mbytes/sec,Corandom,0,0.00,0.00
ib0,1,mbytes/sec,Corandom,1,0.11,0.12
ib0,1,mbytes/sec,Corandom,2,0.20,0.24
ib0,1,mbytes/sec,Corandom,4,0.42,0.48
ib0,1,mbytes/sec,Corandom,8,0.85,0.98
ib0,1,mbytes/sec,Corandom,16,1.61,1.95
ib0,1,mbytes/sec,Corandom,32,3.05,3.85
ib0,1,mbytes/sec,Corandom,64,6.43,7.70
ib0,1,mbytes/sec,Corandom,128,15.16,15.62
ib0,1,mbytes/sec,Corandom,256,33.45,30.90
ib0,1,mbytes/sec,Corandom,512,72.88,54.70
ib0,1,mbytes/sec,Corandom,1024,134.13,116.99
ib0,1,mbytes/sec,Corandom,2048,173.04,152.10
ib0,1,mbytes/sec,Corandom,4096,361.46,300.23
ib0,1,mbytes/sec,Corandom,8192,649.58,567.09
ib0,1,mbytes/sec,Corandom,16384,663.13,771.09
ib0,1,mbytes/sec,Corandom,32768,1074.87,1108.66
ib0,1,mbytes/sec,Corandom,65536,1183.80,1165.22
ib0,1,mbytes/sec,Corandom,131072,1387.24,1384.16
ib0,1,mbytes/sec,Corandom,262144,1750.16,2110.96
ib0,1,mbytes/sec,Corandom,524288,2165.94,2549.81
ib0,1,mbytes/sec,Corandom,1048576,2272.77,2873.89
ib0,1,mbytes/sec,Corandom,2097152,2554.19,2929.43
ib0,1,mbytes/sec,Corandom,4194304,2717.60,3068.02
ib1,1,mbytes/sec,PingPong,0,0.00,0.00
ib1,1,mbytes/sec,PingPong,1,0.06,0.08
ib1,1,mbytes/sec,PingPong,2,0.13,0.16
ib1,1,mbytes/sec,PingPong,4,0.25,0.32
ib1,1,mbytes/sec,PingPong,8,0.50,0.65
ib1,1,mbytes/sec,PingPong,16,0.99,1.27
ib1,1,mbytes/sec,PingPong,32,1.98,2.51
ib1,1,mbytes/sec,PingPong,64,3.91,4.93
ib1,1,mbytes/sec,PingPong,128,7.94,10.04
ib1,1,mbytes/sec,PingPong,256,15.68,19.60
ib1,1,mbytes/sec,PingPong,512,27.31,35.11
ib1,1,mbytes/sec,PingPong,1024,51.07,67.24
ib1,1,mbytes/sec,PingPong,2048,87.44,97.07
ib1,1,mbytes/sec,PingPong,4096,156.91,183.64
ib1,1,mbytes/sec,PingPong,8192,252.10,402.06
ib1,1,mbytes/sec,PingPong,16384,288.83,421.81
ib1,1,mbytes/sec,PingPong,32768,346.63,741.10
ib1,1,mbytes/sec,PingPong,65536,616.32,922.73
ib1,1,mbytes/sec,PingPong,131072,682.01,975.21
ib1,1,mbytes/sec,PingPong,262144,681.54,1163.82
ib1,1,mbytes/sec,PingPong,524288,974.22,1532.64
ib1,1,mbytes/sec,PingPong,1048576,1182.62,1988.75
ib1,1,mbytes/sec,PingPong,2097152,1364.16,2084.15
ib1,1,mbytes/sec,PingPong,4194304,1460.27,2288.19
ib1,1,mbytes/sec,PingPing,0,0.00,0.00
ib1,1,mbytes/sec,PingPing,1,0.09,0.10
ib1,1,mbytes/sec,PingPing,2,0.18,0.20
ib1,1,mbytes/sec,PingPing,4,0.34,0.41
ib1,1,mbytes/sec,PingPing,8,0.65,0.80
ib1,1,mbytes/sec,PingPing,16,1.24,1.48
ib1,1,mbytes/sec,PingPing,32,2.57,3.40
ib1,1,mbytes/sec,PingPing,64,5.49,6.46
ib1,1,mbytes/sec,PingPing,128,11.57,12.18
ib1,1,mbytes/sec,PingPing,256,26.42,24.98
ib1,1,mbytes/sec,PingPing,512,43.25,53.20
ib1,1,mbytes/sec,PingPing,1024,99.95,126.25
ib1,1,mbytes/sec,PingPing,2048,132.67,151.34
ib1,1,mbytes/sec,PingPing,4096,251.66,286.83
ib1,1,mbytes/sec,PingPing,8192,453.96,558.25
ib1,1,mbytes/sec,PingPing,16384,466.57,676.33
ib1,1,mbytes/sec,PingPing,32768,743.16,1212.20
ib1,1,mbytes/sec,PingPing,65536,851.70,1481.36
ib1,1,mbytes/sec,PingPing,131072,992.01,1339.76
ib1,1,mbytes/sec,PingPing,262144,1252.94,2373.65
ib1,1,mbytes/sec,PingPing,524288,1468.34,2466.85
ib1,1,mbytes/sec,PingPing,1048576,1571.43,2923.05
ib1,1,mbytes/sec,PingPing,2097152,1700.41,3215.98
ib1,1,mbytes/sec,PingPing,4194304,1831.03,3265.11
ib1,1,mbytes/sec,Unirandom,0,0.00,0.00
ib1,1,mbytes/sec,Unirandom,1,0.06,0.07
ib1,1,mbytes/sec,Unirandom,2,0.11,0.14
ib1,1,mbytes/sec,Unirandom,4,0.22,0.29
ib1,1,mbytes/sec,Unirandom,8,0.47,0.57
ib1,1,mbytes/sec,Unirandom,16,0.91,1.06
ib1,1,mbytes/sec,Unirandom,32,1.91,2.33
ib1,1,mbytes/sec,Unirandom,64,3.62,4.98
ib1,1,mbytes/sec,Unirandom,128,7.48,8.54
ib1,1,mbytes/sec,Unirandom,256,13.47,17.29
ib1,1,mbytes/sec,Unirandom,512,26.84,31.79
ib1,1,mbytes/sec,Unirandom,1024,50.37,72.74
ib1,1,mbytes/sec,Unirandom,2048,93.11,126.33
ib1,1,mbytes/sec,Unirandom,4096,166.56,228.67
ib1,1,mbytes/sec,Unirandom,8192,275.46,446.99
ib1,1,mbytes/sec,Unirandom,16384,369.06,567.62
ib1,1,mbytes/sec,Unirandom,32768,461.24,813.44
ib1,1,mbytes/sec,Unirandom,65536,615.03,965.51
ib1,1,mbytes/sec,Unirandom,131072,712.92,1169.31
ib1,1,mbytes/sec,Unirandom,262144,741.37,1192.07
ib1,1,mbytes/sec,Unirandom,524288,1010.06,1700.46
ib1,1,mbytes/sec,Unirandom,1048576,1196.25,2000.33
ib1,1,mbytes/sec,Unirandom,2097152,1361.20,2198.92
ib1,1,mbytes/sec,Unirandom,4194304,1477.47,2334.82
ib1,1,mbytes/sec,Birandom,0,0.00,0.00
ib1,1,mbytes/sec,Birandom,1,0.10,0.10
ib1,1,mbytes/sec,Birandom,2,0.18,0.20
ib1,1,mbytes/sec,Birandom,4,0.37,0.41
ib1,1,mbytes/sec,Birandom,8,0.76,0.80
ib1,1,mbytes/sec,Birandom,16,1.47,1.62
ib1,1,mbytes/sec,Birandom,32,2.94,3.26
ib1,1,mbytes/sec,Birandom,64,6.02,6.26
ib1,1,mbytes/sec,Birandom,128,12.80,12.45
ib1,1,mbytes/sec,Birandom,256,26.95,25.04
ib1,1,mbytes/sec,Birandom,512,38.28,62.26
ib1,1,mbytes/sec,Birandom,1024,100.41,113.71
ib1,1,mbytes/sec,Birandom,2048,131.07,146.81
ib1,1,mbytes/sec,Birandom,4096,251.69,284.04
ib1,1,mbytes/sec,Birandom,8192,455.04,552.83
ib1,1,mbytes/sec,Birandom,16384,472.00,683.99
ib1,1,mbytes/sec,Birandom,32768,729.85,1164.65
ib1,1,mbytes/sec,Birandom,65536,888.51,1516.02
ib1,1,mbytes/sec,Birandom,131072,1055.72,1446.65
ib1,1,mbytes/sec,Birandom,262144,1331.95,2393.43
ib1,1,mbytes/sec,Birandom,524288,1436.88,2690.78
ib1,1,mbytes/sec,Birandom,1048576,1601.94,2998.65
ib1,1,mbytes/sec,Birandom,2097152,1746.75,3207.31
ib1,1,mbytes/sec,Birandom,4194304,1839.66,3326.99
ib1,1,mbytes/sec,Corandom,0,0.00,0.00
ib1,1,mbytes/sec,Corandom,1,0.09,0.10
ib1,1,mbytes/sec,Corandom,2,0.18,0.20
ib1,1,mbytes/sec,Corandom,4,0.33,0.39
ib1,1,mbytes/sec,Corandom,8,0.66,0.78
ib1,1,mbytes/sec,Corandom,16,1.36,1.61
ib1,1,mbytes/sec,Corandom,32,2.82,3.09
ib1,1,mbytes/sec,Corandom,64,5.50,6.64
ib1,1,mbytes/sec,Corandom,128,11.59,12.76
ib1,1,mbytes/sec,Corandom,256,24.23,25.09
ib1,1,mbytes/sec,Corandom,512,44.04,64.46
ib1,1,mbytes/sec,Corandom,1024,104.04,125.03
ib1,1,mbytes/sec,Corandom,2048,132.35,146.81
ib1,1,mbytes/sec,Corandom,4096,254.57,292.22
ib1,1,mbytes/sec,Corandom,8192,459.21,572.66
ib1,1,mbytes/sec,Corandom,16384,477.63,687.50
ib1,1,mbytes/sec,Corandom,32768,741.70,1166.57
ib1,1,mbytes/sec,Corandom,65536,893.18,1444.04
ib1,1,mbytes/sec,Corandom,131072,1116.40,1409.65
ib1,1,mbytes/sec,Corandom,262144,1216.72,2466.47
ib1,1,mbytes/sec,Corandom,524288,1472.77,2676.85
ib1,1,mbytes/sec,Corandom,1048576,1623.98,3035.91
ib1,1,mbytes/sec,Corandom,2097152,1710.20,3245.40
ib1,1,mbytes/sec,Corandom,4194304,1845.47,3227.30
default,1,messages/sec,PingPong,0,968187,900706
default,1,messages/sec,PingPong,1,964227,904676
default,1,messages/sec,PingPong,2,967091,903838
default,1,messages/sec,PingPong,4,963321,895685
default,1,messages/sec,PingPong,8,969267,911068
default,1,messages/sec,PingPong,16,967130,902693
default,1,messages/sec,PingPong,32,906224,798089
default,1,messages/sec,PingPong,64,875428,773481
default,1,messages/sec,PingPong,128,634077,561391
default,1,messages/sec,PingPong,256,613230,542683
default,1,messages/sec,PingPong,512,579995,511641
default,1,messages/sec,PingPong,1024,514601,455561
default,1,messages/sec,PingPong,2048,417832,380670
default,1,messages/sec,PingPong,4096,317946,289440
default,1,messages/sec,PingPong,8192,221973,203315
default,1,messages/sec,PingPong,16384,150856,141707
default,1,messages/sec,PingPong,32768,84036,75694
default,1,messages/sec,PingPong,65536,59147,52694
default,1,messages/sec,PingPong,131072,32642,29156
default,1,messages/sec,PingPong,262144,20207,17648
default,1,messages/sec,PingPong,524288,11093,9508
default,1,messages/sec,PingPong,1048576,5743,4858
default,1,messages/sec,PingPong,2097152,2929,2407
default,1,messages/sec,PingPong,4194304,1409,1243
default,1,messages/sec,PingPing,0,1822758,1713603
default,1,messages/sec,PingPing,1,1828795,1708114
default,1,messages/sec,PingPing,2,1823440,1711776
default,1,messages/sec,PingPing,4,1825044,1707868
default,1,messages/sec,PingPing,8,1844039,1728357
default,1,messages/sec,PingPing,16,1821713,1711364
default,1,messages/sec,PingPing,32,1713847,1528585
default,1,messages/sec,PingPing,64,1655911,1478245
default,1,messages/sec,PingPing,128,1206964,1081829
default,1,messages/sec,PingPing,256,1165706,1041472
default,1,messages/sec,PingPing,512,1104571,995087
default,1,messages/sec,PingPing,1024,987140,875383
default,1,messages/sec,PingPing,2048,740873,678697
default,1,messages/sec,PingPing,4096,586193,534760
default,1,messages/sec,PingPing,8192,414319,379807
default,1,messages/sec,PingPing,16384,286150,266499
default,1,messages/sec,PingPing,32768,149287,127297
default,1,messages/sec,PingPing,65536,106478,80697
default,1,messages/sec,PingPing,131072,61355,44408
default,1,messages/sec,PingPing,262144,39088,26155
default,1,messages/sec,PingPing,524288,21971,15067
default,1,messages/sec,PingPing,1048576,11366,8525
default,1,messages/sec,PingPing,2097152,5867,4329
default,1,messages/sec,PingPing,4194304,2836,2188
